idcom,latitude,longitude,latitude_lione,longitude_lione
1001,45.36589813232422,7.775890827178955,45.766945,4.834167
1002,44.92180252075195,7.483628273010254,45.766945,4.834167
1003,45.30684280395508,7.28231143951416,45.766945,4.834167
1004,45.43180465698242,7.943963050842285,45.766945,4.834167
1005,45.46542739868164,7.784042835235596,45.766945,4.834167
1006,45.11818313598633,7.419915199279785,45.766945,4.834167
1007,45.40651702880859,7.576591968536377,45.766945,4.834167
1008,45.10095596313477,7.517033576965332,45.766945,4.834167
1009,45.03607177734375,7.866256237030029,45.766945,4.834167
1010,45.54613494873047,7.885948181152344,45.766945,4.834167
1011,44.86080551147461,7.177359104156494,45.766945,4.834167
1012,45.03776550292969,7.898874282836914,45.766945,4.834167
1013,45.07492828369141,7.39209794998169,45.766945,4.834167
1014,45.42242813110352,7.99329137802124,45.766945,4.834167
1015,45.37680053710938,7.747515678405762,45.766945,4.834167
1016,45.27694320678711,7.519351005554199,45.766945,4.834167
1017,45.40632629394531,7.74465799331665,45.766945,4.834167
1018,45.06982040405273,7.804664134979248,45.766945,4.834167
1019,45.29996109008789,7.186912059783936,45.766945,4.834167
1020,45.45360946655273,7.856389045715332,45.766945,4.834167
1021,45.29446029663086,7.620614528656006,45.766945,4.834167
1022,45.10075378417969,6.731351375579834,45.766945,4.834167
1023,45.32110214233398,7.869021415710449,45.766945,4.834167
1024,45.01750183105469,7.581571578979492,45.766945,4.834167
1025,44.79300689697266,7.288800239562988,45.766945,4.834167
1026,44.78436660766602,7.066501140594482,45.766945,4.834167
1027,45.46632766723633,7.948737144470215,45.766945,4.834167
1028,45.14798355102539,7.676666259765625,45.766945,4.834167
1029,45.41436004638672,7.667262554168701,45.766945,4.834167
1030,45.51412963867188,7.850313186645508,45.766945,4.834167
1031,45.36256408691406,7.980636596679688,45.766945,4.834167
1032,45.12164688110352,7.245090484619141,45.766945,4.834167
1033,45.26634979248047,7.769679069519043,45.766945,4.834167
1034,45.17363357543945,7.834431648254395,45.766945,4.834167
1035,44.82693862915039,7.291961669921875,45.766945,4.834167
1036,45.51000595092773,7.801829338073731,45.766945,4.834167
1037,45.11148834228516,8.070162773132324,45.766945,4.834167
1038,45.01430892944336,7.474001407623291,45.766945,4.834167
1039,45.15184020996094,8.062130928039551,45.766945,4.834167
1040,45.15206527709961,7.199127197265625,45.766945,4.834167
1041,44.87437438964844,7.424761295318604,45.766945,4.834167
1042,45.48383712768555,7.927295684814453,45.766945,4.834167
1043,45.32221221923828,7.661151885986328,45.766945,4.834167
1044,45.12099075317383,7.149855613708496,45.766945,4.834167
1045,45.07340621948242,7.435255527496338,45.766945,4.834167
1046,45.244384765625,7.508158206939697,45.766945,4.834167
1047,45.28137969970703,7.882601261138916,45.766945,4.834167
1048,44.97831344604492,7.775627613067627,45.766945,4.834167
1049,44.8047981262207,7.327147483825684,45.766945,4.834167
1050,45.33043670654297,7.897421836853027,45.766945,4.834167
1051,44.95515060424805,7.582149982452393,45.766945,4.834167
1052,45.38053894042969,7.577771186828613,45.766945,4.834167
1053,44.95159530639648,7.332812309265137,45.766945,4.834167
1054,45.35080718994141,7.388094902038574,45.766945,4.834167
1055,45.13385772705078,7.340653896331787,45.766945,4.834167
1056,45.39971923828125,7.960629463195801,45.766945,4.834167
1057,45.58581924438477,7.830631256103516,45.766945,4.834167
1058,44.89723205566406,7.661580562591553,45.766945,4.834167
1059,44.85824203491211,7.735530853271484,45.766945,4.834167
1060,45.12957763671875,7.935693740844727,45.766945,4.834167
1062,45.10618209838867,7.469879150390625,45.766945,4.834167
1063,45.18120193481445,7.660669803619385,45.766945,4.834167
1064,45.1625862121582,7.892759799957275,45.766945,4.834167
1065,44.8947868347168,7.56676197052002,45.766945,4.834167
1066,45.3905029296875,7.704266548156738,45.766945,4.834167
1067,45.47618865966797,7.678077220916748,45.766945,4.834167
1068,45.11274337768555,7.803316116333008,45.766945,4.834167
1069,45.14602279663086,8.034341812133789,45.766945,4.834167
1070,44.79452514648438,7.389051914215088,45.766945,4.834167
1071,44.86407852172852,7.503296852111816,45.766945,4.834167
1072,45.31574249267578,7.357964515686035,45.766945,4.834167
1073,45.4444580078125,7.190727710723877,45.766945,4.834167
1074,44.89445495605469,6.834427833557129,45.766945,4.834167
1075,45.37754440307617,7.339482307434082,45.766945,4.834167
1076,45.16659927368164,7.170714855194092,45.766945,4.834167
1077,45.50394821166992,7.902387142181397,45.766945,4.834167
1078,45.00358200073242,7.827796459197998,45.766945,4.834167
1079,45.42281341552734,7.64760160446167,45.766945,4.834167
1080,45.10227966308594,6.985721111297607,45.766945,4.834167
1081,45.09856414794922,7.323298931121826,45.766945,4.834167
1082,45.20586776733398,7.895956516265869,45.766945,4.834167
1083,45.32963943481445,7.761417865753174,45.766945,4.834167
1084,45.44826507568359,7.678377628326416,45.766945,4.834167
1085,45.09287643432617,7.922359466552734,45.766945,4.834167
1086,45.21967315673828,7.591750621795654,45.766945,4.834167
1087,44.92247772216797,6.757368087768555,45.766945,4.834167
1088,45.32517623901367,7.465674877166748,45.766945,4.834167
1089,45.05071258544922,7.232409954071045,45.766945,4.834167
1090,45.09132766723633,7.590234279632568,45.766945,4.834167
1091,45.43923950195313,7.668804168701172,45.766945,4.834167
1092,45.43046188354492,7.812766075134277,45.766945,4.834167
1093,45.15711212158203,7.27182674407959,45.766945,4.834167
1094,45.32933044433594,7.519179821014404,45.766945,4.834167
1095,45.38480377197266,7.998193740844727,45.766945,4.834167
1096,45.35808944702148,7.812543869018555,45.766945,4.834167
1097,44.96768951416016,7.384483337402344,45.766945,4.834167
1098,45.39967727661133,7.632132530212402,45.766945,4.834167
1099,45.15260696411133,7.568949222564697,45.766945,4.834167
1100,45.10648727416992,6.918911933898926,45.766945,4.834167
1101,45.3108024597168,7.685447216033936,45.766945,4.834167
1102,45.29539489746094,7.7584547996521,45.766945,4.834167
1103,45.02226257324219,7.058255672454834,45.766945,4.834167
1104,45.21257019042969,7.528586864471436,45.766945,4.834167
1105,45.46625518798828,7.829821586608887,45.766945,4.834167
1106,45.26729583740234,7.823098182678223,45.766945,4.834167
1107,45.34739303588867,7.567108631134033,45.766945,4.834167
1108,45.46377182006836,7.620469570159912,45.766945,4.834167
1109,45.27347946166992,7.668186664581299,45.766945,4.834167
1110,44.92609024047852,7.372582912445068,45.766945,4.834167
1111,44.83370208740234,7.367502689361572,45.766945,4.834167
1112,45.11772155761719,7.838272094726563,45.766945,4.834167
1113,45.25233840942383,7.456448554992676,45.766945,4.834167
1114,45.15001678466797,6.953706741333008,45.766945,4.834167
1115,45.01472473144531,7.297848224639893,45.766945,4.834167
1116,45.16239929199219,7.494256973266602,45.766945,4.834167
1117,45.10709762573242,7.028908252716065,45.766945,4.834167
1118,45.36741638183594,7.230342388153076,45.766945,4.834167
1119,45.26813507080078,7.568256378173828,45.766945,4.834167
1120,45.05546569824219,7.593244552612305,45.766945,4.834167
1121,45.47784805297852,7.587637901306152,45.766945,4.834167
1122,44.93350219726563,7.214004993438721,45.766945,4.834167
1123,44.90451431274414,7.910736560821533,45.766945,4.834167
1124,45.44604110717773,7.737930297851563,45.766945,4.834167
1125,45.45391082763672,7.891061782836914,45.766945,4.834167
1126,45.18019104003906,7.518150329589844,45.766945,4.834167
1127,44.95345687866211,7.675694942474365,45.766945,4.834167
1128,45.27540969848633,7.48015308380127,45.766945,4.834167
1129,45.15298080444336,7.989420890808106,45.766945,4.834167
1130,45.18703079223633,7.719508647918701,45.766945,4.834167
1131,45.22773742675781,7.283967018127441,45.766945,4.834167
1132,45.48622512817383,7.822881698608398,45.766945,4.834167
1133,45.32015609741211,7.601057052612305,45.766945,4.834167
1134,45.43630599975586,7.410622119903565,45.766945,4.834167
1135,45.23047637939453,7.726189613342285,45.766945,4.834167
1136,44.84555053710938,7.636322498321533,45.766945,4.834167
1137,45.44543838500977,7.808642387390137,45.766945,4.834167
1138,45.44244003295898,7.782853126525879,45.766945,4.834167
1139,44.81894683837891,7.242929935455322,45.766945,4.834167
1140,44.79513168334961,7.244077205657959,45.766945,4.834167
1141,45.31150054931641,7.770473957061768,45.766945,4.834167
1142,44.84961700439453,7.415661334991455,45.766945,4.834167
1143,45.35048675537109,8.010129928588867,45.766945,4.834167
1144,45.06536102294922,7.879392623901367,45.766945,4.834167
1145,44.96852874755859,7.023899555206299,45.766945,4.834167
1146,45.25503921508789,7.542596817016602,45.766945,4.834167
1147,45.09615325927734,7.107088565826416,45.766945,4.834167
1148,45.28420257568359,7.939989566802979,45.766945,4.834167
1149,45.1005973815918,7.065755844116211,45.766945,4.834167
1150,45.35646438598633,7.869185924530029,45.766945,4.834167
1151,45.50920867919922,7.706093311309815,45.766945,4.834167
1152,45.28200531005859,7.366596221923828,45.766945,4.834167
1153,45.04320907592773,7.917680740356445,45.766945,4.834167
1154,45.16885757446289,7.076038837432861,45.766945,4.834167
1155,45.30838012695313,7.435131072998047,45.766945,4.834167
1156,44.98836898803711,7.702555656433106,45.766945,4.834167
1157,45.20452499389648,6.984302997589111,45.766945,4.834167
1158,45.06692504882813,7.853288650512695,45.766945,4.834167
1159,45.33195114135742,7.834638118743897,45.766945,4.834167
1160,45.49346160888672,7.862557411193848,45.766945,4.834167
1161,45.23462295532227,7.849847793579102,45.766945,4.834167
1162,45.16267013549805,8.015589714050293,45.766945,4.834167
1163,45.03499984741211,7.936280727386475,45.766945,4.834167
1164,44.99021911621094,7.642189502716065,45.766945,4.834167
1165,45.46511840820313,7.301870822906494,45.766945,4.834167
1166,45.2436408996582,7.567956924438477,45.766945,4.834167
1167,45.54220581054688,7.861734390258789,45.766945,4.834167
1168,44.9400749206543,7.548954486846924,45.766945,4.834167
1169,45.19589996337891,7.03442907333374,45.766945,4.834167
1170,45.34296417236328,7.686553001403809,45.766945,4.834167
1171,45.00139617919922,7.535806655883789,45.766945,4.834167
1172,45.32577514648438,7.853989124298096,45.766945,4.834167
1173,44.84889602661133,7.347989082336426,45.766945,4.834167
1174,44.87105941772461,7.608658313751221,45.766945,4.834167
1175,45.04445648193359,6.799094200134277,45.766945,4.834167
1176,45.34413146972656,7.748909950256348,45.766945,4.834167
1177,45.45666122436523,7.980190277099609,45.766945,4.834167
1178,44.83211135864258,7.583840370178223,45.766945,4.834167
1179,45.42290878295898,7.796124458312988,45.766945,4.834167
1180,45.07679748535156,7.832797050476074,45.766945,4.834167
1181,45.4290885925293,7.851073741912842,45.766945,4.834167
1182,45.4539794921875,7.781243801116943,45.766945,4.834167
1183,45.01808547973633,7.752771854400635,45.766945,4.834167
1184,44.98210525512695,7.188022613525391,45.766945,4.834167
1185,45.40697860717773,7.834752082824707,45.766945,4.834167
1186,44.92362976074219,7.122166633605957,45.766945,4.834167
1187,45.35033416748047,7.639779567718506,45.766945,4.834167
1188,45.28704071044922,7.426938056945801,45.766945,4.834167
1189,45.11386871337891,7.553895473480225,45.766945,4.834167
1190,44.96754837036133,7.247138500213623,45.766945,4.834167
1191,44.88134765625,7.350646495819092,45.766945,4.834167
1192,45.04428863525391,7.777655601501465,45.766945,4.834167
1193,44.92060089111328,7.603516101837158,45.766945,4.834167
1194,44.98678207397461,7.449839591979981,45.766945,4.834167
1195,44.91591262817383,7.425829410552979,45.766945,4.834167
1196,45.44442749023438,8.005294799804688,45.766945,4.834167
1197,44.9025993347168,7.842754364013672,45.766945,4.834167
1198,44.9503173828125,7.178300380706787,45.766945,4.834167
1199,45.43313598632813,7.584110736846924,45.766945,4.834167
1200,44.89474487304688,7.267848491668701,45.766945,4.834167
1201,44.98354721069336,6.946164608001709,45.766945,4.834167
1202,44.88151931762695,7.044536590576172,45.766945,4.834167
1203,44.85294723510742,7.897324562072754,45.766945,4.834167
1204,44.90112686157227,7.190870761871338,45.766945,4.834167
1205,44.86324310302734,7.262338638305664,45.766945,4.834167
1206,45.36101150512695,7.617069721221924,45.766945,4.834167
1207,45.35563659667969,7.596739292144775,45.766945,4.834167
1208,45.42404174804688,7.780900955200195,45.766945,4.834167
1209,45.52528381347656,7.827095985412598,45.766945,4.834167
1210,45.55700302124023,7.778248310089111,45.766945,4.834167
1211,45.05305099487305,7.428300380706787,45.766945,4.834167
1212,45.45289611816406,7.479975700378418,45.766945,4.834167
1213,45.12294387817383,7.889705657958984,45.766945,4.834167
1214,45.03046035766602,7.54425048828125,45.766945,4.834167
1215,44.97942733764648,7.888835430145264,45.766945,4.834167
1216,45.32612609863281,7.632571697235107,45.766945,4.834167
1217,45.30395126342773,7.724907875061035,45.766945,4.834167
1218,45.25343322753906,7.702508449554443,45.766945,4.834167
1219,45.06674575805664,7.523563385009766,45.766945,4.834167
1220,45.19042587280273,7.578337669372559,45.766945,4.834167
1221,45.30860900878906,7.574960708618164,45.766945,4.834167
1222,44.92094039916992,7.335316181182861,45.766945,4.834167
1223,45.40003204345703,7.87052059173584,45.766945,4.834167
1224,45.50750732421875,7.498019695281982,45.766945,4.834167
1225,45.24633407592773,7.960801124572754,45.766945,4.834167
1226,44.77950286865234,7.189777374267578,45.766945,4.834167
1227,45.0113410949707,7.127553462982178,45.766945,4.834167
1228,45.07492446899414,7.466566562652588,45.766945,4.834167
1229,45.15605926513672,7.374773025512695,45.766945,4.834167
1230,45.47335433959961,7.738537311553955,45.766945,4.834167
1231,45.36144256591797,7.694991111755371,45.766945,4.834167
1232,45.07515335083008,6.882638454437256,45.766945,4.834167
1233,45.45695114135742,7.842011451721191,45.766945,4.834167
1234,44.94094848632813,7.0357666015625,45.766945,4.834167
1235,45.44610214233398,7.838636875152588,45.766945,4.834167
1236,45.23689270019531,7.785814762115479,45.766945,4.834167
1237,45.25473022460938,7.617480278015137,45.766945,4.834167
1238,45.38401031494141,7.608283519744873,45.766945,4.834167
1239,45.13440704345703,7.21684455871582,45.766945,4.834167
1240,45.22999954223633,7.666668891906738,45.766945,4.834167
1241,45.02351379394531,7.444931030273438,45.766945,4.834167
1242,44.88872528076172,7.23613452911377,45.766945,4.834167
1243,45.1384391784668,7.524042129516602,45.766945,4.834167
1244,45.33468246459961,7.805859088897705,45.766945,4.834167
1245,45.11186981201172,7.178500175476074,45.766945,4.834167
1246,45.2980842590332,7.807449340820313,45.766945,4.834167
1247,45.39687347412109,7.808801174163818,45.766945,4.834167
1248,45.20920181274414,7.640308380126953,45.766945,4.834167
1249,45.09717559814453,7.765115737915039,45.766945,4.834167
1250,44.92881774902344,7.289319038391113,45.766945,4.834167
1251,45.34661483764648,7.664995193481445,45.766945,4.834167
1252,45.15213394165039,7.855702877044678,45.766945,4.834167
1253,45.159912109375,7.94379186630249,45.766945,4.834167
1254,44.86042785644531,7.303052425384522,45.766945,4.834167
1255,45.09690093994141,7.359117984771729,45.766945,4.834167
1256,45.09368515014648,7.265532970428467,45.766945,4.834167
1257,44.9442024230957,7.782954692840576,45.766945,4.834167
1258,44.89758682250977,6.92646598815918,45.766945,4.834167
1259,45.01759719848633,6.870177745819092,45.766945,4.834167
1260,44.88917922973633,7.480417251586914,45.766945,4.834167
1261,45.38159942626953,7.845194816589356,45.766945,4.834167
1262,45.09893798828125,7.876081466674805,45.766945,4.834167
1263,44.96691131591797,6.882066249847412,45.766945,4.834167
1264,45.40663909912109,7.992646217346191,45.766945,4.834167
1265,45.14566802978516,7.77139949798584,45.766945,4.834167
1266,45.56775283813477,7.856626033782959,45.766945,4.834167
1267,45.39730834960938,7.526379108428955,45.766945,4.834167
1268,45.41666793823242,7.766666889190674,45.766945,4.834167
1269,45.3834228515625,7.903051853179932,45.766945,4.834167
1270,45.13503646850586,7.076332092285156,45.766945,4.834167
1271,45.54159164428711,7.806797981262207,45.766945,4.834167
1272,45.07163238525391,7.677824974060059,45.766945,4.834167
1274,45.39788436889648,7.762624740600586,45.766945,4.834167
1275,44.82442092895508,7.195797920227051,45.766945,4.834167
1276,45.02888107299805,7.404919147491455,45.766945,4.834167
1277,45.51351928710938,7.68325138092041,45.766945,4.834167
1278,45.52472305297852,7.656830310821533,45.766945,4.834167
1279,45.2622184753418,7.419986724853516,45.766945,4.834167
1280,44.97496032714844,7.744559288024902,45.766945,4.834167
1281,45.04953765869141,7.007762908935547,45.766945,4.834167
1282,45.22796249389648,7.170728206634522,45.766945,4.834167
1283,45.09538650512695,7.293931007385254,45.766945,4.834167
1284,45.15422439575195,7.447333812713623,45.766945,4.834167
1285,45.0760498046875,7.333812713623047,45.766945,4.834167
1286,45.22582244873047,7.483409404754639,45.766945,4.834167
1287,45.3680419921875,7.659853935241699,45.766945,4.834167
1288,45.55344390869141,7.541945457458496,45.766945,4.834167
1289,45.19947052001953,7.473538875579834,45.766945,4.834167
1290,45.27675628662109,7.625583171844482,45.766945,4.834167
1291,45.17262649536133,6.988394260406494,45.766945,4.834167
1292,45.1407356262207,7.618914127349854,45.766945,4.834167
1293,45.19314575195313,7.994015693664551,45.766945,4.834167
1294,45.15824127197266,8.106265068054199,45.766945,4.834167
1295,45.38330459594727,7.943855285644531,45.766945,4.834167
1296,45.37952423095703,7.811442375183106,45.766945,4.834167
1297,45.55122375488281,7.635907649993897,45.766945,4.834167
1298,45.42843246459961,7.748371601104736,45.766945,4.834167
1299,44.83748245239258,7.496457576751709,45.766945,4.834167
1300,44.79538345336914,7.484824657440186,45.766945,4.834167
1301,45.2366943359375,7.547611236572266,45.766945,4.834167
1302,45.04046630859375,7.472341537475586,45.766945,4.834167
1303,45.11477661132813,7.378764152526856,45.766945,4.834167
1304,45.29258346557617,7.975685119628906,45.766945,4.834167
1305,45.09336471557617,7.213088035583496,45.766945,4.834167
1306,44.75278472900391,7.113457202911377,45.766945,4.834167
1307,44.91949844360352,7.259529113769531,45.766945,4.834167
1308,44.91656112670898,7.740447044372559,45.766945,4.834167
1309,44.95538330078125,7.628971099853516,45.766945,4.834167
1310,44.8620491027832,7.57622241973877,45.766945,4.834167
1311,45.34277725219727,7.938898086547852,45.766945,4.834167
1312,45.43743896484375,7.771859645843506,45.766945,4.834167
1313,45.23833465576172,7.375555992126465,45.766945,4.834167
1314,45.19451904296875,7.783833503723145,45.766945,4.834167
1315,44.95967102050781,7.508903980255127,45.766945,4.834167
2002,45.87538909912109,7.910250663757324,45.766945,4.834167
2003,45.42552185058594,8.381152153015137,45.766945,4.834167
2004,45.36973190307617,8.085385322570801,45.766945,4.834167
2006,45.49141311645508,8.375330924987793,45.766945,4.834167
2007,45.26472854614258,8.410907745361328,45.766945,4.834167
2008,45.81229782104492,8.137175559997559,45.766945,4.834167
2009,45.46150970458984,8.285237312316895,45.766945,4.834167
2011,45.29966735839844,8.141939163208008,45.766945,4.834167
2014,45.82501602172852,8.079205513000488,45.766945,4.834167
2015,45.35027313232422,8.053171157836914,45.766945,4.834167
2016,45.73218154907227,8.249919891357422,45.766945,4.834167
2017,45.36027526855469,8.46607780456543,45.766945,4.834167
2019,45.77374267578125,8.303372383117676,45.766945,4.834167
2021,45.4842529296875,8.263784408569336,45.766945,4.834167
2025,45.796630859375,7.993551731109619,45.766945,4.834167
2029,45.91449356079102,8.04171085357666,45.766945,4.834167
2030,45.22136688232422,8.508357048034668,45.766945,4.834167
2031,45.36331939697266,8.392013549804688,45.766945,4.834167
2032,45.42487335205078,8.206151962280273,45.766945,4.834167
2033,45.39791107177734,8.290818214416504,45.766945,4.834167
2035,45.48989105224609,8.32979679107666,45.766945,4.834167
2038,45.75131225585938,8.317771911621094,45.766945,4.834167
2041,45.8743782043457,8.14275074005127,45.766945,4.834167
2042,45.28704452514648,8.019057273864746,45.766945,4.834167
